"FileName","LibPath","CommonPath","Status","LibHash","CommonHash","DiffFile"
"msgangel.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgangel.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgangel.proto","Replaced","4BA21F8CE5DF48EF66A571C83C6707AAD053C525","303B0D5F333731D5DE3ADA6D47E1DEB2CB19F6FC","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgangel.proto.diff.txt"
"msgarena.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgarena.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgarena.proto","Replaced","81C2436460A3A6BBCD442844199B655EE35A941B","CADFACC294C3D86216152F01E75B4B7711902CF2","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgarena.proto.diff.txt"
"msgbattle.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgbattle.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgbattle.proto","Replaced","D39215D5190DBE572EF606088F5C792F18455306","8726981654516ABC63F8A90AD2DAF6139B481E29","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgbattle.proto.diff.txt"
"msgblock.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgblock.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgblock.proto","Replaced","4D77CC27C7F5BB0E6BFD08633DFDDC7C6F032335","5853D638B6E04F6551AD726EF3DC7120F7E92E62","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgblock.proto.diff.txt"
"msgbox.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgbox.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgbox.proto","Replaced","032813529FB31BE0644A0A064051387359E89AD4","410364248302C05614E5EF52482D3B58178662DA","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgbox.proto.diff.txt"
"msgcross.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgcross.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgcross.proto","Replaced","79D004758D9E6A32E3498DEB39C42FAEB78C9665","0B28FE1FD806E7CB44C8456718A8EB8FB1CF2337","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgcross.proto.diff.txt"
"msgentergs.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgentergs.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgentergs.proto","Replaced","C83A412134D79A8C3F7A4EDC83C684773BC50AEF","C91F2D2B5056B9D37EE38E7F6F8C345890D6F96A","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgentergs.proto.diff.txt"
"msgequip.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgequip.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgequip.proto","Replaced","2B820FD128F8691D9A1F28C711534BB1478EDAC3","52A4A0A38475ED4EF76C1301C1C6B91C0E2E27FC","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgequip.proto.diff.txt"
"msgescort.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgescort.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgescort.proto","Replaced","DD42DB1E8483FDAE3252B061875162ADAF42677E","CB84351BE0C6230C4B53FA61B3309415F1D9C42D","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgescort.proto.diff.txt"
"msggm.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msggm.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msggm.proto","Replaced","61C74812735730BDB4AB5B6B534DF9353B7CE1CB","8B31D69E22B4F2D3C3813A224F134A6E759FEC36","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msggm.proto.diff.txt"
"msgguild.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgguild.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgguild.proto","Replaced","576B3102F90D69B68DCFEFE23F7045131C508430","575A4D3E331EA48A6990F7CC6C99210C32D4AE46","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgguild.proto.diff.txt"
"msgknapsack.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgknapsack.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgknapsack.proto","Replaced","B3E7DBA80C6B81B6BD8650D471FB0499A85A794F","86968D3621EB63E4E562569FFCD85886BD8E2FED","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgknapsack.proto.diff.txt"
"msglingzhu.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msglingzhu.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msglingzhu.proto","Replaced","9095CA40ED525EFAB02A153D447C6CE7257D48EF","9731C8F0998532FF61824C770DE40417C8DC5509","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msglingzhu.proto.diff.txt"
"msglogin.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msglogin.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msglogin.proto","Replaced","CD786965A82168EFBAFF689AED85EB607DABFB1F","4B028D123650EAB1B517E74B79A8153744D6E3F0","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msglogin.proto.diff.txt"
"msgmail.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgmail.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgmail.proto","Replaced","52F1BC04374DE769F223A7DF44C59A48124F7D89","BB154BB3DB7BCD522D77783D6686F4C036EAF692","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgmail.proto.diff.txt"
"msgmainfb.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgmainfb.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgmainfb.proto","Replaced","3CB0CCF5899D8939667D87752EFD0E8A08DB57C5","D24E6C295867E0BDD7D07259AE82157F46C7347C","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgmainfb.proto.diff.txt"
"msgmount.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgmount.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgmount.proto","Replaced","87E1B4AEC81618C060E46D837E3B8CA0B92A23C8","4A8637AEC593B022AD0FD51041E040234409A7A8","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgmount.proto.diff.txt"
"msgopenserveractivity.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgopenserveractivity.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgopenserveractivity.proto","Replaced","0827C38754F34B751643AD8ACB7E2C0055BC3055","0B55191BCA2BC0626886D31222D182FFD485C5C9","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgopenserveractivity.proto.diff.txt"
"msgother.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgother.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgother.proto","Replaced","BB6C2EE408818D9CC1A7CA3EAB5981FC54748191","7C053B885F440C86A2FBEFAF65DAEA2BAF3131C7","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgother.proto.diff.txt"
"msgpagoda.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgpagoda.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgpagoda.proto","Replaced","0406751822DF452F2804E235DA958DC77D9FAC64","33631C06B2056F9A6F5FBD57B8184649DA1CCAE4","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgpagoda.proto.diff.txt"
"msgpet.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgpet.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgpet.proto","Replaced","F8CD69193A158730E48CAB5B13C6898F82DBFB1D","FFBD3299B6C11FD781B60C5EFCC88596F3B460A2","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgpet.proto.diff.txt"
"msgrandactivity.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgrandactivity.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgrandactivity.proto","Replaced","9B268BCA82D8D62BC0E63BAB28725551BE709B3A","5EE77E5DACCD11C41AFCC8AC73B34CB419F4B9DC","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgrandactivity.proto.diff.txt"
"msgrank.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgrank.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgrank.proto","Replaced","7ADF339B4060C3CCDC07CC82B022AA413D0ABC1A","188558E7D9930EB9083317613FA125CA57DBC4E2","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgrank.proto.diff.txt"
"msgrole.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgrole.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgrole.proto","Replaced","62E904456A8932B8CE4D5462BC7E438F487AD7FC","A11F2FCBEBC0105F0D36AA1AAA4E96119A0B2F3D","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgrole.proto.diff.txt"
"msgrune.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgrune.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgrune.proto","Replaced","6F05663C229E7010710EC6A1F4CD2782E72684AA","871F8FC152F763F283FBA1052EB0061230D6C633","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgrune.proto.diff.txt"
"msgscroll.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgscroll.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgscroll.proto","Replaced","752E6E3F25E0EF776FA53705CFBCD54BC76776D1","D01BD01064A46E3C520C3AA3863809520673BD50","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgscroll.proto.diff.txt"
"msgserver.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgserver.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgserver.proto","Replaced","435BA1E7F981F683DEBDA67AE7C9ECC72DF62F02","8F28F3C7AA01AB52CCBE946E7FB84C801E8D9165","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgserver.proto.diff.txt"
"msgshenqi.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgshenqi.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgshenqi.proto","Replaced","0F2B4655C3B21E89EEF4CA6727B49C5AAB76A2A6","EAE26B56CC1C50673E552DCA356B44CB0E1A766E","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgshenqi.proto.diff.txt"
"msgstarmap.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgstarmap.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgstarmap.proto","Replaced","8F82721E1725C94E6748C663325495CF478B3D20","20EFD2D7EC12D6B0CD567E0A6754B5D1379D41F3","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgstarmap.proto.diff.txt"
"msgsystem.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgsystem.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgsystem.proto","Replaced","4C25CE2F1857581F10590B959DB806F173EC5C4C","B92D6EC991C3E846E2E7DA642F722DF5C33BC5A4","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgsystem.proto.diff.txt"
"msgterritory.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgterritory.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgterritory.proto","Replaced","27D31C3CF4FD7CAE415F1CE82322C51A52302F18","B84ED87CBE821B41A0A3ECCCA98AF65A2A7FB842","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgterritory.proto.diff.txt"
"msgwabao.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgwabao.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgwabao.proto","Replaced","A79FD4FE2FB0CA5C308EA0C218C8871800B6CBAA","7504C38F3666E2711C5F8617927B1C5BAF517729","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgwabao.proto.diff.txt"
"msgscene.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\sc\msgscene.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgscene.proto","Replaced","07289A8BF1D119A0DDDA4BFC77239B5490CAE6D2","25108C9076C8BA89E4CCDDC8F723A625D076B122","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgscene.proto.diff.txt"
"msgskill.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\sc\msgskill.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgskill.proto","Replaced","9C23BB2A6EC93DC83207974F81E3000504BDE9C4","3CFBB6C5E030F4D00DD1FB17982B3BC4284C3A06","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgskill.proto.diff.txt"
